A: 曾选过'创业'类; B: 曾选过'电子'类; C: 将被推荐选择'创业'类
A: 曾选过'计算机'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'计算机'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'教育'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'经管·会计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'历史'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'汽车'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'建筑'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'经管·会计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'历史'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'汽车'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'教育'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'历史'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'汽车'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'经管·会计'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'汽车'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'历史'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'汽车'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'社科·法律'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'生命科学'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'数学'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'外语'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'文学'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 曾选过'文学'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'文学'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'文学'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'文学'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'文学'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'物理'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'物理'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'物理'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'物理'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'物理'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'护理学'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 曾选过'护理学'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'护理学'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'护理学'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'艺术·设计'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 曾选过'艺术·设计'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'艺术·设计'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'哲学'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 曾选过'哲学'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 曾选过'职场'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'电子'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'工程'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'公共管理'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'化学'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'环境·地球'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'计算机'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'建筑'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'教育'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'经管·会计'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'历史'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'汽车'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 未选过'创业'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'工程'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'公共管理'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'化学'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'环境·地球'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'计算机'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'建筑'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'教育'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'经管·会计'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'历史'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'汽车'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'社科·法律'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'生命科学'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'数学'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'外语'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'文学'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'物理'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'护理学'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'艺术·设计'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'哲学'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'职场'类; C: 将被推荐选择'公共管理'类
A: 未选过'电子'类; B: 未选过'其他'类; C: 将被推荐选择'公共管理'类
A: 未选过'工程'类; B: 未选过'公共管理'类; C: 将被推荐选择'公共管理'类
A: 未选过'工程'类; B: 未选过'化学'类; C: 将被推荐选择'公共管理'类
A: 未选过'工程'类; B: 未选过'环境·地球'类; C: 将被推荐选择'公共管理'类
A: 未选过'工程'类; B: 未选过'计算机'类; C: 将被推荐选择'公共管理'类
A: 未选过'工程'类; B: 未选过'建筑'类; C: 将被推荐选择'公共管理'类
